22;Внутренние системы водоснабжения и канализации;65-ХСА-1/24;25;ВК;;D;65-ХСА-1/24-ВК-D;;;;;;;;;;;;;;31.05.2025;Загружен, возвращен на доработку;не принят;"добавить лист изменений на изм.
лист 5 в спецификации элементов водомерного узла указана опора марки ОП-2, на последнем листе раздела указана опора ОП-1";;"КРП выдал 27.06.25
Изм.1 - КРП ыдал 02.03.26
Изм.1 - КРП выдал 12.03.26
Изм.1 - КРП выдал 20.03.26
Изм.2 - КРП выдал 28.04.26";17.02.2026;19.01.26 - эл. Версия - Интерстрой
23;Автоматическая установка пожаротушения;65-ХСА-1/24;29;АПТ;;D;65-ХСА-1/24-АУПТ-D;;;;;;;;;;;;;;31.05.2025;Загружен, принят;принят;;;"КРП выдал 18.06.25
Изм.1 - КРП выдал 02.03.26";"01.08.25
30.03.26 - Изм.1";
24;Отопление, вентиляция и кондиционирование;65-ХСА-1/24;26;ОВ;;D;65-ХСА-1/24-ОВ-D;;;;;;;;;;;;;;31.05.2025;Загружен, возвращен на доработку;принят;увязка с АПТ, оформить изм;05.05.2026;"КРП выдал 27.06.25
КРП выдал 12.03.26
КРП выдал 20.03.26";03.04.2026;
25;Пожарная сигнализация;65-ХСА-1/24;27;ПС;;D;65-ХСА-1/24-ПС-D;;;;;;;;;;;;;;31.05.2025;Загружен, принят;на рассмотрении;"По распоряжению №68-LI от 19.03.26г.:
 1.  Для  локального  контроля  и  оперативного  управления  подсистемами 
резидентов предусмотреть проектом комплектацию шкафов пожарной сигнализации 
(ШПС), блоком световой и звуковой индикации состояния разделов типа С2000-бки с 
возможностью ограничения доступа к органам управления при помощи встроенного 
считывателя ключей. Touch Memory.  
2. Размещения шкафов пожарной сигнализации (ШПС) в боксах резидентов 
выполнить в производственно-складских помещениях. Место размещения определить 
проектом.  Решение  подлежит  дополнительному  согласованию  с  проектно-
инвестиционной группой заказчика. ";13.04.2026;"КРП выдал 24.06.25
Изм.1 - КРП выдал 12.03.26
Изм.2 - КРП выдал 22.04.26";"04.08.25
23.03.26 - Изм.1";
26;Автоматизация комплексная;65-ХСА-1/24;28;АК;;D;65-ХСА-1/24-АК-D;;;;;;;;;;;;;;31.05.2025;Загружен, возвращен на доработку;не принят;замечания мультиинжиниринг, оформить изм;30.05.2026;"КРП выдал 01.08.25
КРП выдал 08.09.25";07.08.2025;
27;Огнестойкость металлических конструкций;65-ХСА-1/24;45;ОГН;;D;Огнестойкость МК;;;;;;;;;;;;;;31.05.2025;Загружен, возвращен на доработку;принят;;;"КРП выдал 27.06.25
Изм.2 - КРП выдал 06.03.26";"10.07.25
30.03.26 - Изм.2";30.03.26 - Изм.2 - эл.версия - ООО Статус-М
;АСЦ;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Общие архитектурные решения;65-ХСА-1/24;2;АС;1;АСЦ;65-ХСА-1/24-АС1-АСЦ;;;;;;;;Приемка РД и выдача замечаний;Отработка замечаний и выдача РД после устранения;Повторная приемка;Окончательная выдача;;;30.04.2025;;не принят;"По распоряжению №11 Ленинский от 04.12.25:
1.  Откорректировать  фасадные  ращения  с  декоративными  ламелями  между 
витражами в формате ?АСЦ? (Block D).  
 2.  Добавить вывеску на лицевом фасаде ?АСЦ? ? ?INDU ARENA?: 
?  Материал  лицевой  стороны  букв  ?  композитная  алюминиевая  панель, оклеенная светопрозрачной плёнкой; 
?  Цвет  светопрозрачной  плёнки  надписи  ?INDU?  серого  цвета  (RAL 7004);  
?  Цвет светопрозрачной плёнки надписи ?ARENA? терракотового цвета (RAL 3016); 
?  Металлический каркас для каждой буквы ? алюминиевый; 
?  Контурная светодиодная подсветка ? свет тёплый. 
 3.  Добавить вывеску на лицевом фасаде ?АСЦ? ? ?падел-корт?: 
?  Материал  лицевой  стороны  букв  ?  композитная  алюминиевая  панель, оклеенная светопрозрачной плёнкой; 
?  Цвет светопрозрачной плёнки надписи серого цвета (RAL 7004);  
?  Металлический каркас для каждой буквы ? алюминиевый; 
?  Контурная светодиодная подсветка ? свет тёплый. 
 4.   Откорректировать планировочные решения с учётом размещения корта для падел-тенниса в формате ?АСЦ? (Block D).  
 5.  Откорректировать  генеральный  план,  добавить  парковочные  места  и пандусы для маломобильных групп населения. 

добавить кладочные планы ячеистого бетона

по распоряжению №13-Ленинский от 22.01.26г. откорректировать сэнвич панели на Югстрой-Авто

по распоряжению №64-Li от 28.01.26г. заменить обшивку входных групп с ретро-доски на металлокасеты

по Распоряжению №63-Li от 27.01.26г. предусмотреть окраску Ж/Б цокольных панелей и Ж/б колонн фасадной матовой краской Linnimax Silkon Super Fassade, (или аналог по согласованию с Заказчиком). Цвет RAL 7035 светло серый под бетон;";назначение срока после согласования решений по СМЛ-панелям (новых дизайн-проект);"КРП выдал 11.07.25
КРП выдал 11.08.25";;
2;Стеновые и кровельные ограждающие конструкции;65-ХСА-1/24;3;АС;2;АСЦ;65-ХСА-1/24-АС2-АСЦ;;;;;;;;;;;;;;30.04.2025;;не принят;"добавить стекляный козырек

согласно распоряжения №6к Ленинский от 21.08.25 скорректировать планировку  для доступа МГН

согласно распоряжения №53к-Li от 06.02.26: 
1.остекление входных групп выполнить двухкамерными стеклопакетами (СПД4Т/Gray-12-4-12-4), стекло тонированное Planibel Grey;
2.Остекление дверного блока выполнить однокамерными стеклопакетами по формуле СПД4Т/Grey-20-4, стекло тонированное Planibel Grey;
3.Дверное полотно каждого из боксов оборудовать:
3.1. Доводчиком с ограничением открывания полотна типа TS, производителя ?DORMA? со скользящей тягой, или аналог;
3.2. Врезным механическим замком серии 920 производителя ?DORMA?, или аналог с защелкой и штифтовым механизмом, который предусматривается для запирания входной двери в том числе вне рабочего времени;
3.3. Цилиндр врезного замка типа ключ ? вертушка серии CBR-1 PRO производителя ?DORMA?, или аналог с накладками из нержавеющей стали с наружной стороны;
3.4. Наружной ручкой типа скоба из нержавеющей стали высоту которой принять по формуле: высота дверного блока -500 мм. Ручку причинять производителя ?FUARO?, марки PULL.PH32/*.45 INOX 304, или аналог конструкцией которой должна предусматривать собой нормальный доступ к цилиндру механического врезного замка. Размещение ручки выполнить по центру дверного полотна;
3.5. Внутренняя фалевая ручка типа модели Pure 8100 / 6621 / 6679 производителя, производителя ?DORMA?;
3.6. Электромеханической защелкой производителя Soca SL-350B или аналог, которая предусматривается в качестве ответной планки защелке врезного механического замка;
3.7. Упор дверной из нержавеющей стали с резиновым кольцом;
3.8. Комплектом локальной системы контроля и управления доступом (СКУД) в соответствии с требованиями пункта ? Система контроля и управления доступом (СКУД) АББ резидентов, указанный в типовых технических заданиях.
4. Проход в боксы резидентов выполняется путем управления защелкой Soca SL-350B. Подача сигнала ?ОТКРЫТЬ? для которой формируется на наружной панели видеодомофона с помощью ключом-картой или кнопкой ?Открыть? с основной панели видеодомофона, расположенной внутри бокса.
5. Выход из бокса осуществляется путем управления механической защелкой с помощью нажимной фалевой ручки типа ?Антипаника?.

По распоряжению №11 Ленинский от 04.12.25:
1.  Откорректировать  фасадные  ращения  с  декоративными  ламелями  между 
витражами в формате ?АСЦ? (Block D).  
 2.  Добавить вывеску на лицевом фасаде ?АСЦ? ? ?INDU ARENA?: 
?  Материал  лицевой  стороны  букв  ?  композитная  алюминиевая  панель, оклеенная светопрозрачной плёнкой; 
?  Цвет  светопрозрачной  плёнки  надписи  ?INDU?  серого  цвета  (RAL 7004);  
?  Цвет светопрозрачной плёнки надписи ?ARENA? терракотового цвета (RAL 3016); 
?  Металлический каркас для каждой буквы ? алюминиевый; 
?  Контурная светодиодная подсветка ? свет тёплый. 
 3.  Добавить вывеску на лицевом фасаде ?АСЦ? ? ?падел-корт?: 
?  Материал  лицевой  стороны  букв  ?  композитная  алюминиевая  панель, оклеенная светопрозрачной плёнкой; 
?  Цвет светопрозрачной плёнки надписи серого цвета (RAL 7004);  
?  Металлический каркас для каждой буквы ? алюминиевый; 
?  Контурная светодиодная подсветка ? свет тёплый. 
 4.   Откорректировать планировочные решения с учётом размещения корта для падел-тенниса в формате ?АСЦ? (Block D).  
 5.  Откорректировать  генеральный  план,  добавить  парковочные  места  и пандусы для маломобильных групп населения. 

по распоряжению №13-Ленинский от 22.01.26г. откорректировать сэнвич панели на Югстрой-Авто

по распоряжению №64-Li от 28.01.26г. заменить обшивку входных групп с ретро-доски на металлокасеты";после согласования узлов и фасонок;"КРП выдал 03.06.25
КРП выдал 27.06.25";;
;Конструкции железобетонные. Фундаменты;65-ХСА-1/24;6;КЖ;1;АСЦ;65-ХСА-1/24-КЖ1-АСЦ;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия
Изм.1 - КРП выдал 06.11.25
Изм.2 - КРП прислал 31.01.26
изм.3 - КРП прислал 02.04.26";"15.05.25
06.11.25 - Изм.1
02.02.26 - Изм.2
03.04.26 - Изм.3";"02.02.26 - эл.версия - Изм.2 - ЖБТЕХ
02.02.26 - эл. Версия - Изм.2 - Интерстрой
03.04.26 - эл. Версия - Изм.3 - Интерстрой"
3;Конструкции железобетонные. Фундаменты. Изделия;65-ХСА-1/24;7;КЖ.И;1;АСЦ;65-ХСА-1/24-КЖ1.И-АСЦ;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия
Изм.1 - КРП выдал 06.11.25";"23.05.25
06.11.25 - Изм.1";"10.11.25 - эл.версия - Изм.1 - ЖБТЕХ
02.02.26 - эл. Версия - Изм.1 - Интерстрой"
5;Конструкции железобетонные. Цокольные панели;65-ХСА-1/24;8;КЖ;2;АСЦ;65-ХСА-1/24-КЖ2-АСЦ;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия
Изм.1 - КРП выдал 30.05.25
Изм.2 - КРП выдал 06.11.25
Изм.3 - КРП выдал 18.02.26";"26.05.25
02.06.25 - Изм.1
06.11.25 - Изм.2
18.02.26 - Изм.3";"02.02.26 - эл.версия - Изм.2 - ЖБТЕХ
02.02.26 - эл. Версия - Изм.2 - Интерстрой
18.02.26 - Изм.3 - эл. версия - Интерстрой"
6;Конструкции железобетонные. Цокольные панели. Изделия;65-ХСА-1/24;9;КЖ.И;2;АСЦ;65-ХСА-1/24-КЖ2.И-АСЦ;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия
Изм.1 - КРП выдал 30.05.25
Изм.2 - КРП выдал 06.11.25";"27.05.25
02.06.25 - Изм.1
06.11.25 - Изм.2";"10.11.25 - эл.версия - Изм.2 - ЖБТЕХ
02.02.26 - эл. Версия - Изм.2 - Интерстрой"
7;Конструкции железобетонные. Колонны;65-ХСА-1/24;12;КЖ;3;АСЦ;65-ХСА-1/24-КЖ3-АСЦ;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия
Изм.1 - КРП выдал 06.11.25
Изм.2 - КРП выдал 31.01.26
Изм.3 - КРП выдал 13.03.26";"20.05.2025
06.11.25 - Изм.1
02.02.26 - Изм.2
16.03.26 - Изм.3";"02.02.26 - эл.версия - Изм.2 - ЖБТЕХ
02.02.26 - эл. Версия - Изм.2 - Интерстрой
16.03.26 - эл. Версия - Изм.3 - Интерстрой"
8;Конструкции железобетонные. Колонны. Изделия;65-ХСА-1/24;13;КЖ.И;3;АСЦ;65-ХСА-1/24-КЖ3.И-АСЦ;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"07.04.25 выдана версия для ВОРов
07.05.25 выдана итоговая версия
Изм.1 - КРП выдал 30.05.25
Изм.2 - КРП выдал 06.11.25
Изм.3 - КРП выдал 31.01.26";"02.06.25 - Изм.1
06.11.25 - Изм.2
02.02.26 - Изм.3";"10.11.25 - эл.версия - Изм.2 - ЖБТЕХ
02.02.26 - эл.версия - Изм.3 - ЖБТЕХ
02.02.26 - эл. Версия - Изм.3 - Интерстрой"
9;Конструкции железобетонные. Полы. Отбойники.;65-ХСА-1/24;14;КЖ;4;АСЦ;65-ХСА-1/24-КЖ4-АСЦ;;;;;;;;;;;;;;30.04.2025;Загружен, возвращен на доработку;принят;;;"КРП выдал 24.06.25
Изм.1,2 - КРП выдал 27.02.26";30.03.26 - Изм.2;30.03.26 - эл. версия - Изм.2 - Интерстрой
10;Конструкции железобетонные. Плиты перекрытий;65-ХСА-1/24;15;КЖ;5;АСЦ;65-ХСА-1/24-КЖ5-АСЦ;;;;;;;;;;;;;;30.04.2025;Загружен, возвращен на доработку;принят;;;"КРП выдал 24.06.25
Изм.2 - КРП выдал 06.03.26";30.03.26 - Изм.2;30.03.26 - эл. версия - Изм.2 - Интерстрой
11;Конструкции металлические. Покрытие;65-ХСА-1/24;16;КМ;1;АСЦ;65-ХСА-1/24-КМ1-АСЦ;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;добавить балки под оборудование на кровле (4 т);;"КРП выдал 02.06.25
Изм.1 - КРП выдал 15.06.25
Изм.2 - КРП выдал 07.11.25
Изм.3 - КРП выдал 17.02.26
Изм.4 - КРП выдал 20.03.26
Изм.5 - КРП выдал 11.04.26";"02.06.25
17.06.25 - Изм.1
07.11.25 - Изм.2
17.02.26 - Изм.3
20.03.26 - Изм.4
13.04.26 - Изм.5";"30.11.25 - Изм.2 - бум.версия - ХТ-Инструмент ПРО
17.02.26 - Изм.3 - эл.версия - ХТ-Инструмент ПРО
17.02.26 - эл. версия - Изм.3 - Интерстрой
20.03.26 - эл. Версия - Изм.4 - ХТ-Инструмент ПРО
20.03.26 - эл. Версия - Изм.4 - Интерстрой
13.04.26 - Изм.5 - эл.версия - ХТ-Инструмент ПРО
13.04.26 - эл. Версия - Изм.5 - Интерстрой"
12;Конструкции металлические. Наружный фахверк;65-ХСА-1/24;18;КМ;2;АСЦ;65-ХСА-1/24-КМ2-АСЦ;;;;;;;;;;;;;;30.04.2025;Загружен, возвращен на доработку (загружена старая версия);принят;добавить конструкции для крепления LED-экрана (2 т);;"КРП выдал 02.06.25
Изм.1 - КРП выдал 15.06.25
Изм.2 - КРП выдал 17.11.25
Изм.3 - КРП выдал 16.02.26";"06.06.25
17.06.26 - Изм.1
18.11.25 - Изм.2
17.02.26 - Изм.3";"30.11.25 - Изм.2 - бум.версия - ХТ-Инструмент ПРО
17.02.26 - Изм.3 - эл.версия - ХТ-Инструмент ПРО
17.02.26 - эл. версия - Изм.3 - Интерстрой"
13;Конструкции металлические. Наружные лестницы;65-ХСА-1/24;20;КМ;3;АСЦ;65-ХСА-1/24-КМ3-АСЦ;;;;;;;;;;;;;;30.04.2025;Загружен, принят;принят;;;"КРП выдал 02.06.25
Изм.1 - КРП выдал 03.07.25
Изм.2 - КРП выдал 07.11.25
Изм.3 - КРП выдал 16.02.26";"05.06.25
03.07.25 - Изм.1
07.11.25 - Изм.2
17.02.26 - Изм.3";"30.11.25 - Изм.2 - бум.версия - ХТ-Инструмент ПРО
17.02.26 - Изм.3 - эл.версия - ХТ-Инструмент ПРО
17.02.26 - эл. версия - Изм.3 - Интерстрой"
14;Электрическое освещение и электрооборудование;65-ХСА-1/24;24;ЭОМ;;АСЦ;65-ХСА-1/24-ЭОМ-АСЦ;;;;;;;;;;Приемка РД и выдача замечаний;Отработка замечаний и выдача РД после устранения;Повторная приемка;Окончательная выдача;31.05.2025;Загружен, возвращен на доработку;не принят;"корректировка по распоряжению №11 Ленинский от 04.12.25 - изменение объемно-планировочных решений АСЦ

По распоряжению №60 от 10.12.25:
Для всех форматов LI предусмотреть световые знаки с названием улицы, строения, номера строения на боковых фасадах, ориентированных на основные проезды и внешние улично-дорожные сети, с подключением к сети электроснабжения (световой знак с названием улицы и нумерацией ГОСТ 180 (5 мм)/D44. Передняя панель - акрил + полноцветная печать на пленке ORACAL. Торец. задняя часть - ПВХ. Комплектация: светодиодная подсветка 24W, 6400 К, 152 см, 230V Ширина полосы 3,5 см (с подсветкой))

добавить светильники в нишах входных групп (как в стП)
Отсутствуют светильники в пом. 133 и 136

По распоряжению №65-Li от 29.01.26 откорреткировать марки светильников ворот/доков, входных групп АББ

Исключить крышки лотков (для ОКЛ остаются)

крепление проводника на парапете и фасаде (молниезащита) ? применение кровельных саморезов исключить, применить вытяжные заклепки не менее двух";15.05.2026;КРП выдал 27.06.25;07.07.2025;
15;Внутренние системы водоснабжения и канализации;65-ХСА-1/24;25;ВК;;АСЦ;65-ХСА-1/24-ВК-АСЦ;;;;;;;;;;;;;;31.05.2025;Загружен, возвращен на доработку;не принят;"?Материал магистральных трубопроводов: В ТЗ жестко задано использование стальных оцинкованных труб по ГОСТ 3262-75 для магистралей. В проекте все трубопроводы водоснабжения, включая вводы и магистрали, запроектированы из труб из сшитого полиэтилена (PE-X) диаметром 20х2.8 мм по ГОСТ 32415-2013.
?Приготовление горячей воды (Т3): Согласно ТЗ, горячее водоснабжение должно осуществляться от бойлера в составе котельной. В проекте же предусмотрена установка индивидуальных электрических накопительных водонагревателей объемом 80 л и 200 л непосредственно в санузлах.
?Система защиты от протечек: ТЗ требует наличия системы защиты от протечек с электромагнитными клапанами, датчиками и выводом на пульт охраны. В общих указаниях и спецификации оборудования проекта элементы данной системы полностью отсутствуют.
?Диспетчеризация узлов учета: Проектом предусмотрены водомеры холодной воды ВСХд-15-02. Хотя они оснащены импульсным выходом, прямого указания на их подключение к автоматизированной системе АСКУЭ ?Ресурс? (как того требует ТЗ) в документации нет.

2. Система хозяйственно-бытовой канализации (К1)
 ?  Материал труб над уровнем пола: В ТЗ указан непластифицированный ПВХ (НПВХ). Проектом для надземной прокладки предусмотрены    канализационные трубы из полипропилена (РР-H) по ГОСТ 32414-2013.
       ?  Материал труб под полом: В ТЗ указан НПВХ с кольцевой жесткостью SN4/SN8 по ГОСТ 32413-2013. В проекте применена труба PVC-U по ГОСТ 54475-2011.
3. Ливневая канализация (К2)
?Противоконденсатная изоляция: ТЗ требует изоляцию из вспененного каучука для трубопроводов ливневой канализации. В общих указаниях есть абстрактная фраза о необходимости теплоизоляции , однако в итоговой спецификации системы К2 изоляционные материалы не заложены вообще. Применить ру-флекс черного цвета
?Противопожарные муфты: В ТЗ указано обязательное применение противопожарных муфт на пересечении перекрытий для труб ливневой канализации. В спецификации системы К2 (трубы HDPE) муфты не учтены , несмотря на то, что в общих указаниях упоминаются муфты ?ОГНЕЗА ПМ?, но только в контексте труб из полипропилена (система К1 и В1).";07.05.2026;"КРП выдал 27.06.25
КРП выдал 21.04.26";;
16;Отопление, вентиляция и кондиционирование;65-ХСА-1/24;26;ОВ;;АСЦ;65-ХСА-1/24-ОВ-АСЦ;;;;;;;;;;;;;;31.05.2025;Загружен, возвращен на доработку;не принят;"корректировка по распоряжению №11 Ленинский от 04.12.25 - изменение объемно-планировочных решений АСЦ

добавить в спецификацию оборудования, изделий и материалов в разделы ОВ указания по цвету радиаторов согласно ТЗ: для офисных помещений цвет Черный, для технических помещений ? белый.";15.05.2026;КРП выдал 24.11.25;;
17;Пожарная сигнализация;65-ХСА-1/24;27;ПС;;АСЦ;65-ХСА-1/24-ПС-АСЦ;;;;;;;;;;;;;;31.05.2025;;не принят;"корректировка по распоряжению №11 Ленинский от 04.12.25 - изменение объемно-планировочных решений АСЦ

По распоряжению №68-LI от 19.03.26г.:
 1.  Для  локального  контроля  и  оперативного  управления  подсистемами 
резидентов предусмотреть проектом комплектацию шкафов пожарной сигнализации 
(ШПС), блоком световой и звуковой индикации состояния разделов типа С2000-бки с 
возможностью ограничения доступа к органам управления при помощи встроенного 
считывателя ключей. Touch Memory.
2. Размещения шкафов пожарной сигнализации (ШПС) в боксах резидентов 
выполнить в производственно-складских помещениях. Место размещения определить 
проектом.  Решение  подлежит  дополнительному  согласованию  с  проектно-
инвестиционной группой заказчика. ";15.05.2026;;;
18;Автоматизация комплексная;65-ХСА-1/24;28;АК;;АСЦ;65-ХСА-1/24-АК-АСЦ;;;;;;;;;;;;;;31.05.2025;Загружен, возвращен на доработку;не принят;"корректировка по распоряжению №11 Ленинский от 04.12.25 - изменение объемно-планировочных решений АСЦ
замечания мультиинжиниринг";15.05.2026;КРП выдал 01.08.25;;
19;Огнестойкость металлических конструкций;65-ХСА-1/24;45;ОГН;;АСЦ;Огнестойкость МК;;;;;;;;;;;;;;31.05.2025;Загружен, возвращен на доработку;принят;;;"КРП выдал 27.06.25
Изм.2 - КРП выдал 06.03.26";"10.07.25
30.03.26 - Изм.2";30.03.26 - Изм.2 - эл.версия - ООО Статус-М
20;Система видеонаблюдения;65-ХСА-1/24;48;ВН;;АСЦ;65-ХСА-1/24-ВН-АСЦ;;;;;;;;;;;;;;;Загружен, возвращен на доработку;не принят;"корректировка по распоряжению №11 Ленинский от 04.12.25 - изменение объемно-планировочных решений АСЦ

внести ВН и СКУД, выданные СБ 28.01.26г.";15.05.2026;КРП выдал 01.08.25;;
;Блок U1.U2;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Общие архитектурные решения;65-ХСА-1/24;2;АС;1;U1,U2;65-ХСА-1/24-АС1-U1,U2;;;;;;;;Приемка РД и выдача замечаний;Отработка замечаний и выдача РД после устранения;Повторная приемка;Окончательная выдача;;;30.04.2025;Загружен, возвращен на доработку;не принят;"согласно распоряжения №52-LI от 12.08.25 скорректировать планировку санузлов для МГН

По распоряжению №60-LI от 10.12.25:
Надпись номера помещения (бокса) на фасаде офисной части здания:
Материал надписи - аллюминиевая композитная панель (RAL 7004);
Без контурной подсветки;
Высота надписи - 1200 мм;
Тип применяемого шрифта - ""DIN Pro Cond Medium"".

Надпись на торцевых фасадах здания:
Материал надписи - аллюминиевая композитная панель (RAL 7004);
Надпись с контурной подсветкой (свет теплый);
Высота надписи - 2000 мм;
Тип применяемого шрифта - ""DIN Pro Cond Medium"".

Для всех форматов LI предусмотреть световые знаки с названием улицы, строения, номера строения на боковых фасадах, ориентированных на основные проезды и внешние улично-дорожные сети, с подключением к сети электроснабжения (световой знак с названием улицы и нумерацией ГОСТ 180 (5 мм)/D44. Передняя панель - акрил + полноцветная печать на пленке ORACAL. Торец. задняя часть - ПВХ. Комплектация: светодиодная подсветка 24W, 6400 К, 152 см, 230V Ширина полосы 3,5 см (с подсветкой))

 по распоряжению №59-LI от 04.12.25 Предусмотреть  железобетонные  (сборные/монолитные  ?  определить проектом) цокольные панели h-300 мм для витражей главного фасада

по распоряжению №13-Ленинский от 22.01.26г. откорректировать сэнвич панели на Югстрой-Авто

по Распоряжению №63-Li от 27.01.26г. предусмотреть окраску Ж/Б цокольных панелей и Ж/б колонн фасадной матовой краской Linnimax Silkon Super Fassade, (или аналог по согласованию с Заказчиком). Цвет RAL 7035 светло серый под бетон;

По распоряжению №66-Li от 02.02.26 предусмотреть отделку декоративными перфорированными экранами ливневой канализации

По распоряжению 04-ДП от 23.03.26г. предусмотреть:
Основная отделка стен предусмотрена СМЛ панелями высотой 3м (Панель - поталь титан (панели монтируются в 1 слой));
Декоративная отделка стен предусмотрена реечными стеновыми панелями (Панель ""WINAL"" лист HPL пластик Металлик LM-1003 со скрытым креплением);
Применить вертикальный стыковочный профиль высотой 3 м;
Применить плинтус цветпо RAL 7024 WNL 100х13
Участки стен выше 3 м -""лобик"", предусмотреть в вариантах из СМЛ панелей или ГКЛ в цвет потолочных конструкций";назначение срока после согласования решений по СМЛ-панелям (новых дизайн-проект);КРП выдал 27.06.25;;
2;Стеновые и кровельные ограждающие конструкции;65-ХСА-1/24;3;АС;2;U1,U2;65-ХСА-1/24-АС2-U1,U2;;;;;;;;;;;;;;30.04.2025;Загружен, возвращен на доработку;не принят;"согласно распоряжения №53к-Li от 06.02.26: 
1.остекление входных групп выполнить двухкамерными стеклопакетами (СПД4Т/Gray-12-4-12-4), стекло тонированное Planibel Grey;
2.Остекление дверного блока выполнить однокамерными стеклопакетами по формуле СПД4Т/Grey-20-4, стекло тонированное Planibel Grey;
3.Дверное полотно каждого из боксов оборудовать:
3.1. Доводчиком с ограничением открывания полотна типа TS, производителя ?DORMA? со скользящей тягой, или аналог;
3.2. Врезным механическим замком серии 920 производителя ?DORMA?, или аналог с защелкой и штифтовым механизмом, который предусматривается для запирания входной двери в том числе вне рабочего времени;
3.3. Цилиндр врезного замка типа ключ ? вертушка серии CBR-1 PRO производителя ?DORMA?, или аналог с накладками из нержавеющей стали с наружной стороны;
3.4. Наружной ручкой типа скоба из нержавеющей стали высоту которой принять по формуле: высота дверного блока -500 мм. Ручку причинять производителя ?FUARO?, марки PULL.PH32/*.45 INOX 304, или аналог конструкцией которой должна предусматривать собой нормальный доступ к цилиндру механического врезного замка. Размещение ручки выполнить по центру дверного полотна;
3.5. Внутренняя фалевая ручка типа модели Pure 8100 / 6621 / 6679 производителя, производителя ?DORMA?;
3.6. Электромеханической защелкой производителя Soca SL-350B или аналог, которая предусматривается в качестве ответной планки защелке врезного механического замка;
3.7. Упор дверной из нержавеющей стали с резиновым кольцом;
3.8. Комплектом локальной системы контроля и управления доступом (СКУД) в соответствии с требованиями пункта ? Система контроля и управления доступом (СКУД) АББ резидентов, указанный в типовых технических заданиях.
4. Проход в боксы резидентов выполняется путем управления защелкой Soca SL-350B. Подача сигнала ?ОТКРЫТЬ? для которой формируется на наружной панели видеодомофона с помощью ключом-картой или кнопкой ?Открыть? с основной панели видеодомофона, расположенной внутри бокса.
5. Выход из бокса осуществляется путем управления механической защелкой с помощью нажимной фалевой ручки типа ?Антипаника?.

 по распоряжению №59-LI от 04.12.25 Предусмотреть  железобетонные  (сборные/монолитные  ?  определить проектом) цокольные панели h-300 мм для витражей главного фасада

по распоряжению №13-Ленинский от 22.01.26г. откорректировать сэнвич панели на Югстрой-Авто

скорректировать размер стеклянных козырьков (с 1560х2300 на 1440х2300 мм (уточнение габаритов для исключения вылета козырька за плоскость фасада))";после согласования узлов и фасонок;"КРП выдал 03.06.25
КРП выдал 27.06.25";11.07.2025;"27.11.25 - эл. версия - СВ
16.03.26 - эл. Версия - Интерстрой"
3;Внутренние перегородки из сэндвич-панелей;65-ХСА-1/24;4;АС;3;U1,U2;65-ХСА-1/24-АС3-U1,U2;;;;;;;;;;;;;;30.04.2025;Загружен, принят;не принят;по распоряжению №13-Ленинский от 22.01.26г. откорректировать сэнвич панели на Югстрой-Авто;после АС2;КРП выдал 27.06.25;07.11.2025;"27.11.25 - эл. версия - СВ
16.03.26 - эл. Версия - Интерстрой"
4;Конструктивные решения пристроек;65-ХСА-1/24;47;АС;4;U1,U2;65-ХСА-1/24-АС4-U1,U2;;;;;;;;;;;;;;30.04.2025;Загружен, вышел новый изм;принят;;;"КРП выдал 24.06.25
Изм.1 - КРП выдал 12.11.25
Изм.2 - КРП выдал 06.02.26
Изм.3 - КРП выдал 24.04.26";"03.07.25
14.11.25 - Изм.1
06.02.26 - Изм.2
29.04.26 - Изм.3";"30.11.25 - Изм.1 - бум.версия - ХТ-Инструмент ПРО
27.11.25 - Изм.1 - эл. версия - СВ
06.02.26 - Изм.2 - эл. версия - ХТ-Инструмент ПРО
06.02.26 - Изм.2 - эл.версия - СВ
16.03.26 - Изм.2 - эл. Версия - Интерстрой
29.04.26 - Изм.3 - эл.версия - Интерстрой"
